date,amount,amount_other,balance,account_id,business_NAF_code,user_id,month_sin,month_cos,previous_balance_1,previous_amount_1,previous_other_1,previous_balance_2,previous_amount_2,previous_other_2,previous_balance_3,previous_amount_3,previous_other_3,previous_balance_4,previous_amount_4,previous_other_4,previous_balance_5,previous_amount_5,previous_other_5,previous_balance_6,previous_amount_6,previous_other_6
2020-06-30,4844.0,-5273.67,-6180.49,177,7022Z,148,1.2246467991473532e-16,-1.0,-5750.82,5418.0,-6942.85,-4225.97,9804.0,-8390.76,-5639.21,7740.0,-8511.65,-4867.56,10836.0,-9482.81,-6220.75,6873.6,-6922.81,-6171.54,5638.0,-5677.66
2020-07-31,8772.0,-8813.48,-6221.97,177,7022Z,148,-0.4999999999999997,-0.8660254037844388,-6180.49,4844.0,-5273.67,-5750.82,5418.0,-6942.85,-4225.97,9804.0,-8390.76,-5639.21,7740.0,-8511.65,-4867.56,10836.0,-9482.81,-6220.75,6873.6,-6922.81
2020-08-31,21568.0,-7149.71,8196.32,177,7022Z,148,-0.8660254037844385,-0.5000000000000004,-6221.97,8772.0,-8813.48,-6180.49,4844.0,-5273.67,-5750.82,5418.0,-6942.85,-4225.97,9804.0,-8390.76,-5639.21,7740.0,-8511.65,-4867.56,10836.0,-9482.81
2020-09-30,0.0,-8140.91,55.41,177,7022Z,148,-1.0,-1.8369701987210297e-16,8196.32,21568.0,-7149.71,-6221.97,8772.0,-8813.48,-6180.49,4844.0,-5273.67,-5750.82,5418.0,-6942.85,-4225.97,9804.0,-8390.76,-5639.21,7740.0,-8511.65
2020-04-30,6744.46,-4739.68,-8491.13,179,7420Z,309,0.8660254037844387,-0.4999999999999998,-10495.91,2147.59,-6238.83,-6404.67,5449.69,-8108.16,-3746.2,690.0,-10190.93,5754.73,2780.75,-1403.7,4377.68,180.0,-174.63,0.1,0.0,0.0
2020-05-31,3891.5,-4784.33,-9383.96,179,7420Z,309,0.49999999999999994,-0.8660254037844387,-8491.13,6744.46,-4739.68,-10495.91,2147.59,-6238.83,-6404.67,5449.69,-8108.16,-3746.2,690.0,-10190.93,5754.73,2780.75,-1403.7,4377.68,180.0,-174.63
2020-06-30,10040.43,-8296.43,-7639.96,179,7420Z,309,1.2246467991473532e-16,-1.0,-9383.96,3891.5,-4784.33,-8491.13,6744.46,-4739.68,-10495.91,2147.59,-6238.83,-6404.67,5449.69,-8108.16,-3746.2,690.0,-10190.93,5754.73,2780.75,-1403.7
2020-07-31,3216.5,-2376.14,-6799.6,179,7420Z,309,-0.4999999999999997,-0.8660254037844388,-7639.96,10040.43,-8296.43,-9383.96,3891.5,-4784.33,-8491.13,6744.46,-4739.68,-10495.91,2147.59,-6238.83,-6404.67,5449.69,-8108.16,-3746.2,690.0,-10190.93
2020-08-31,1962.3,-789.08,-5626.38,179,7420Z,309,-0.8660254037844385,-0.5000000000000004,-6799.6,3216.5,-2376.14,-7639.96,10040.43,-8296.43,-9383.96,3891.5,-4784.33,-8491.13,6744.46,-4739.68,-10495.91,2147.59,-6238.83,-6404.67,5449.69,-8108.16
2020-09-30,3120.36,-1185.63,-3691.65,179,7420Z,309,-1.0,-1.8369701987210297e-16,-5626.38,1962.3,-789.08,-6799.6,3216.5,-2376.14,-7639.96,10040.43,-8296.43,-9383.96,3891.5,-4784.33,-8491.13,6744.46,-4739.68,-10495.91,2147.59,-6238.83
2019-12-31,7064.99,-5927.26,-6951.84,182,4333Z,58,-2.4492935982947064e-16,1.0,-8089.57,13400.19,-11437.92,-10051.84,8500.0,-6641.86,-11909.98,2120.0,-2280.96,-11749.02,2130.0,-3758.43,-10120.59,6360.0,-4446.39,0.1,0.0,0.0
2020-01-31,4239.9,-5966.17,-8678.11,182,4333Z,58,0.49999999999999994,0.8660254037844387,-6951.84,7064.99,-5927.26,-8089.57,13400.19,-11437.92,-10051.84,8500.0,-6641.86,-11909.98,2120.0,-2280.96,-11749.02,2130.0,-3758.43,-10120.59,6360.0,-4446.39
2020-02-29,3900.0,-3897.03,-8675.14,182,4333Z,58,0.8660254037844386,0.5000000000000001,-8678.11,4239.9,-5966.17,-6951.84,7064.99,-5927.26,-8089.57,13400.19,-11437.92,-10051.84,8500.0,-6641.86,-11909.98,2120.0,-2280.96,-11749.02,2130.0,-3758.43
2020-03-31,3000.0,-3246.61,-8921.75,182,4333Z,58,1.0,6.123233995736766e-17,-8675.14,3900.0,-3897.03,-8678.11,4239.9,-5966.17,-6951.84,7064.99,-5927.26,-8089.57,13400.19,-11437.92,-10051.84,8500.0,-6641.86,-11909.98,2120.0,-2280.96
2020-04-30,6374.38,-4092.46,-6639.83,182,4333Z,58,0.8660254037844387,-0.4999999999999998,-8921.75,3000.0,-3246.61,-8675.14,3900.0,-3897.03,-8678.11,4239.9,-5966.17,-6951.84,7064.99,-5927.26,-8089.57,13400.19,-11437.92,-10051.84,8500.0,-6641.86
2020-05-31,1000.0,-3380.51,-9020.34,182,4333Z,58,0.49999999999999994,-0.8660254037844387,-6639.83,6374.38,-4092.46,-8921.75,3000.0,-3246.61,-8675.14,3900.0,-3897.03,-8678.11,4239.9,-5966.17,-6951.84,7064.99,-5927.26,-8089.57,13400.19,-11437.92
2020-06-30,7000.0,-6821.33,-8841.67,182,4333Z,58,1.2246467991473532e-16,-1.0,-9020.34,1000.0,-3380.51,-6639.83,6374.38,-4092.46,-8921.75,3000.0,-3246.61,-8675.14,3900.0,-3897.03,-8678.11,4239.9,-5966.17,-6951.84,7064.99,-5927.26
2020-07-31,24811.5,-16460.29,-490.46,182,4333Z,58,-0.4999999999999997,-0.8660254037844388,-8841.67,7000.0,-6821.33,-9020.34,1000.0,-3380.51,-6639.83,6374.38,-4092.46,-8921.75,3000.0,-3246.61,-8675.14,3900.0,-3897.03,-8678.11,4239.9,-5966.17
2020-08-31,9888.4,-10067.71,-669.77,182,4333Z,58,-0.8660254037844385,-0.5000000000000004,-490.46,24811.5,-16460.29,-8841.67,7000.0,-6821.33,-9020.34,1000.0,-3380.51,-6639.83,6374.38,-4092.46,-8921.75,3000.0,-3246.61,-8675.14,3900.0,-3897.03
2020-09-30,18590.0,-14230.15,3690.08,182,4333Z,58,-1.0,-1.8369701987210297e-16,-669.77,9888.4,-10067.71,-490.46,24811.5,-16460.29,-8841.67,7000.0,-6821.33,-9020.34,1000.0,-3380.51,-6639.83,6374.38,-4092.46,-8921.75,3000.0,-3246.61
2019-11-30,1265.0,-1281.45,-11750.22,184,4332A,7,-0.5000000000000004,0.8660254037844384,-11733.77,838.2,-795.13,-11776.84,1712.0,-1547.78,-11941.06,1446.0,-1390.7,-11996.36,2238.7,-4606.21,-9628.85,2300.0,-34.4,0.1,0.0,0.0
2019-12-31,1494.41,-1395.6,-11651.41,184,4332A,7,-2.4492935982947064e-16,1.0,-11750.22,1265.0,-1281.45,-11733.77,838.2,-795.13,-11776.84,1712.0,-1547.78,-11941.06,1446.0,-1390.7,-11996.36,2238.7,-4606.21,-9628.85,2300.0,-34.4
2020-01-31,15739.77,-8025.27,-3936.91,184,4332A,7,0.49999999999999994,0.8660254037844387,-11651.41,1494.41,-1395.6,-11750.22,1265.0,-1281.45,-11733.77,838.2,-795.13,-11776.84,1712.0,-1547.78,-11941.06,1446.0,-1390.7,-11996.36,2238.7,-4606.21
2020-02-29,400.0,-225.59,-3762.5,184,4332A,7,0.8660254037844386,0.5000000000000001,-3936.91,15739.77,-8025.27,-11651.41,1494.41,-1395.6,-11750.22,1265.0,-1281.45,-11733.77,838.2,-795.13,-11776.84,1712.0,-1547.78,-11941.06,1446.0,-1390.7
2020-03-31,535.4,-885.77,-4112.87,184,4332A,7,1.0,6.123233995736766e-17,-3762.5,400.0,-225.59,-3936.91,15739.77,-8025.27,-11651.41,1494.41,-1395.6,-11750.22,1265.0,-1281.45,-11733.77,838.2,-795.13,-11776.84,1712.0,-1547.78
2020-04-30,616.25,-562.18,-4058.8,184,4332A,7,0.8660254037844387,-0.4999999999999998,-4112.87,535.4,-885.77,-3762.5,400.0,-225.59,-3936.91,15739.77,-8025.27,-11651.41,1494.41,-1395.6,-11750.22,1265.0,-1281.45,-11733.77,838.2,-795.13
2020-05-31,743.38,-738.53,-4053.95,184,4332A,7,0.49999999999999994,-0.8660254037844387,-4058.8,616.25,-562.18,-4112.87,535.4,-885.77,-3762.5,400.0,-225.59,-3936.91,15739.77,-8025.27,-11651.41,1494.41,-1395.6,-11750.22,1265.0,-1281.45
2020-06-30,7068.72,-1820.57,1194.2,184,4332A,7,1.2246467991473532e-16,-1.0,-4053.95,743.38,-738.53,-4058.8,616.25,-562.18,-4112.87,535.4,-885.77,-3762.5,400.0,-225.59,-3936.91,15739.77,-8025.27,-11651.41,1494.41,-1395.6
2020-07-31,1897.98,-2593.94,498.24,184,4332A,7,-0.4999999999999997,-0.8660254037844388,1194.2,7068.72,-1820.57,-4053.95,743.38,-738.53,-4058.8,616.25,-562.18,-4112.87,535.4,-885.77,-3762.5,400.0,-225.59,-3936.91,15739.77,-8025.27
2020-08-31,4900.0,-5040.58,357.66,184,4332A,7,-0.8660254037844385,-0.5000000000000004,498.24,1897.98,-2593.94,1194.2,7068.72,-1820.57,-4053.95,743.38,-738.53,-4058.8,616.25,-562.18,-4112.87,535.4,-885.77,-3762.5,400.0,-225.59
2020-09-30,2209.9,-1093.24,1474.32,184,4332A,7,-1.0,-1.8369701987210297e-16,357.66,4900.0,-5040.58,498.24,1897.98,-2593.94,1194.2,7068.72,-1820.57,-4053.95,743.38,-738.53,-4058.8,616.25,-562.18,-4112.87,535.4,-885.77
2019-02-28,79.77,-541.02,-8696.66,185,7022Z,102,0.8660254037844386,0.5000000000000001,-8235.41,420.0,-1369.6,-7285.81,8214.0,-5465.93,-10033.88,0.0,-2914.41,-7119.47,5154.0,-3783.22,-8490.25,3888.0,-2424.56,-9953.69,600.0,-891.13
2019-03-31,2880.0,-1508.7,-7325.36,185,7022Z,102,1.0,6.123233995736766e-17,-8696.66,79.77,-541.02,-8235.41,420.0,-1369.6,-7285.81,8214.0,-5465.93,-10033.88,0.0,-2914.41,-7119.47,5154.0,-3783.22,-8490.25,3888.0,-2424.56
2019-04-30,10.0,-1558.86,-8874.22,185,7022Z,102,0.8660254037844387,-0.4999999999999998,-7325.36,2880.0,-1508.7,-8696.66,79.77,-541.02,-8235.41,420.0,-1369.6,-7285.81,8214.0,-5465.93,-10033.88,0.0,-2914.41,-7119.47,5154.0,-3783.22
2019-05-31,0.0,-415.29,-9289.51,185,7022Z,102,0.49999999999999994,-0.8660254037844387,-8874.22,10.0,-1558.86,-7325.36,2880.0,-1508.7,-8696.66,79.77,-541.02,-8235.41,420.0,-1369.6,-7285.81,8214.0,-5465.93,-10033.88,0.0,-2914.41
2019-06-30,4600.0,-3116.55,-7806.06,185,7022Z,102,1.2246467991473532e-16,-1.0,-9289.51,0.0,-415.29,-8874.22,10.0,-1558.86,-7325.36,2880.0,-1508.7,-8696.66,79.77,-541.02,-8235.41,420.0,-1369.6,-7285.81,8214.0,-5465.93
2019-07-31,4252.5,-6360.81,-9914.37,185,7022Z,102,-0.4999999999999997,-0.8660254037844388,-7806.06,4600.0,-3116.55,-9289.51,0.0,-415.29,-8874.22,10.0,-1558.86,-7325.36,2880.0,-1508.7,-8696.66,79.77,-541.02,-8235.41,420.0,-1369.6
2019-08-31,3667.5,-3746.52,-9993.39,185,7022Z,102,-0.8660254037844385,-0.5000000000000004,-9914.37,4252.5,-6360.81,-7806.06,4600.0,-3116.55,-9289.51,0.0,-415.29,-8874.22,10.0,-1558.86,-7325.36,2880.0,-1508.7,-8696.66,79.77,-541.02
2019-09-30,8748.0,-3987.77,-5233.16,185,7022Z,102,-1.0,-1.8369701987210297e-16,-9993.39,3667.5,-3746.52,-9914.37,4252.5,-6360.81,-7806.06,4600.0,-3116.55,-9289.51,0.0,-415.29,-8874.22,10.0,-1558.86,-7325.36,2880.0,-1508.7
2019-10-31,0.0,-4334.85,-9568.01,185,7022Z,102,-0.8660254037844386,0.5000000000000001,-5233.16,8748.0,-3987.77,-9993.39,3667.5,-3746.52,-9914.37,4252.5,-6360.81,-7806.06,4600.0,-3116.55,-9289.51,0.0,-415.29,-8874.22,10.0,-1558.86
2019-12-31,2250.0,-2200.7,-6899.89,185,7022Z,102,-2.4492935982947064e-16,1.0,-6949.19,8100.0,-5481.18,-9568.01,0.0,-4334.85,-5233.16,8748.0,-3987.77,-9993.39,3667.5,-3746.52,-9914.37,4252.5,-6360.81,-7806.06,4600.0,-3116.55
2020-01-31,7336.96,-2784.48,-2347.41,185,7022Z,102,0.49999999999999994,0.8660254037844387,-6899.89,2250.0,-2200.7,-6949.19,8100.0,-5481.18,-9568.01,0.0,-4334.85,-5233.16,8748.0,-3987.77,-9993.39,3667.5,-3746.52,-9914.37,4252.5,-6360.81
2020-02-29,617.85,-3769.57,-5499.13,185,7022Z,102,0.8660254037844386,0.5000000000000001,-2347.41,7336.96,-2784.48,-6899.89,2250.0,-2200.7,-6949.19,8100.0,-5481.18,-9568.01,0.0,-4334.85,-5233.16,8748.0,-3987.77,-9993.39,3667.5,-3746.52
2020-03-31,9948.96,-2460.75,1989.08,185,7022Z,102,1.0,6.123233995736766e-17,-5499.13,617.85,-3769.57,-2347.41,7336.96,-2784.48,-6899.89,2250.0,-2200.7,-6949.19,8100.0,-5481.18,-9568.01,0.0,-4334.85,-5233.16,8748.0,-3987.77
2020-04-30,0.0,-5004.85,-3015.77,185,7022Z,102,0.8660254037844387,-0.4999999999999998,1989.08,9948.96,-2460.75,-5499.13,617.85,-3769.57,-2347.41,7336.96,-2784.48,-6899.89,2250.0,-2200.7,-6949.19,8100.0,-5481.18,-9568.01,0.0,-4334.85
2020-05-31,4224.0,-3464.4,-2256.17,185,7022Z,102,0.49999999999999994,-0.8660254037844387,-3015.77,0.0,-5004.85,1989.08,9948.96,-2460.75,-5499.13,617.85,-3769.57,-2347.41,7336.96,-2784.48,-6899.89,2250.0,-2200.7,-6949.19,8100.0,-5481.18
2020-06-30,10500.66,-8329.32,-84.83,185,7022Z,102,1.2246467991473532e-16,-1.0,-2256.17,4224.0,-3464.4,-3015.77,0.0,-5004.85,1989.08,9948.96,-2460.75,-5499.13,617.85,-3769.57,-2347.41,7336.96,-2784.48,-6899.89,2250.0,-2200.7
2020-07-31,16585.68,-7084.41,9416.44,185,7022Z,102,-0.4999999999999997,-0.8660254037844388,-84.83,10500.66,-8329.32,-2256.17,4224.0,-3464.4,-3015.77,0.0,-5004.85,1989.08,9948.96,-2460.75,-5499.13,617.85,-3769.57,-2347.41,7336.96,-2784.48
2020-08-31,1940.0,-4435.69,6920.75,185,7022Z,102,-0.8660254037844385,-0.5000000000000004,9416.44,16585.68,-7084.41,-84.83,10500.66,-8329.32,-2256.17,4224.0,-3464.4,-3015.77,0.0,-5004.85,1989.08,9948.96,-2460.75,-5499.13,617.85,-3769.57
2020-09-30,0.0,-4548.05,2372.7,185,7022Z,102,-1.0,-1.8369701987210297e-16,6920.75,1940.0,-4435.69,9416.44,16585.68,-7084.41,-84.83,10500.66,-8329.32,-2256.17,4224.0,-3464.4,-3015.77,0.0,-5004.85,1989.08,9948.96,-2460.75
2020-04-30,15185.48,-10716.69,-34108.13,187,4932Z,93,0.8660254037844387,-0.4999999999999998,-38576.92,1031.57,-1155.52,-38452.97,3999.04,-4000.74,-38451.27,3396.37,-3704.08,-38143.56,2522.08,-2162.24,-38503.4,78.6,0.0,0.1,0.0,0.0
2020-05-31,18573.15,-5382.45,-20917.43,187,4932Z,93,0.49999999999999994,-0.8660254037844387,-34108.13,15185.48,-10716.69,-38576.92,1031.57,-1155.52,-38452.97,3999.04,-4000.74,-38451.27,3396.37,-3704.08,-38143.56,2522.08,-2162.24,-38503.4,78.6,0.0
2020-06-30,26615.85,-5697.21,1.21,187,4932Z,93,1.2246467991473532e-16,-1.0,-20917.43,18573.15,-5382.45,-34108.13,15185.48,-10716.69,-38576.92,1031.57,-1155.52,-38452.97,3999.04,-4000.74,-38451.27,3396.37,-3704.08,-38143.56,2522.08,-2162.24
2020-07-31,1563.86,-1564.6,0.47,187,4932Z,93,-0.4999999999999997,-0.8660254037844388,1.21,26615.85,-5697.21,-20917.43,18573.15,-5382.45,-34108.13,15185.48,-10716.69,-38576.92,1031.57,-1155.52,-38452.97,3999.04,-4000.74,-38451.27,3396.37,-3704.08
2020-08-31,1500.0,-1499.93,0.54,187,4932Z,93,-0.8660254037844385,-0.5000000000000004,0.47,1563.86,-1564.6,1.21,26615.85,-5697.21,-20917.43,18573.15,-5382.45,-34108.13,15185.48,-10716.69,-38576.92,1031.57,-1155.52,-38452.97,3999.04,-4000.74
2020-09-30,1500.0,-1498.04,2.5,187,4932Z,93,-1.0,-1.8369701987210297e-16,0.54,1500.0,-1499.93,0.47,1563.86,-1564.6,1.21,26615.85,-5697.21,-20917.43,18573.15,-5382.45,-34108.13,15185.48,-10716.69,-38576.92,1031.57,-1155.52
2019-09-30,337.0,-195.44,-5020.07,188,4799A,105,-1.0,-1.8369701987210297e-16,-5161.63,327.0,-122.79,-5365.84,66.0,-226.05,-5205.79,2.0,-1.99,-5205.8,50.0,-49.89,-5205.91,50.0,-51.0,-5204.91,0.0,-7.28
2019-10-31,100.0,-102.0,-5022.07,188,4799A,105,-0.8660254037844386,0.5000000000000001,-5020.07,337.0,-195.44,-5161.63,327.0,-122.79,-5365.84,66.0,-226.05,-5205.79,2.0,-1.99,-5205.8,50.0,-49.89,-5205.91,50.0,-51.0
2019-11-30,174.0,-373.84,-5221.91,188,4799A,105,-0.5000000000000004,0.8660254037844384,-5022.07,100.0,-102.0,-5020.07,337.0,-195.44,-5161.63,327.0,-122.79,-5365.84,66.0,-226.05,-5205.79,2.0,-1.99,-5205.8,50.0,-49.89
2019-12-31,1062.2,-1374.41,-5534.12,188,4799A,105,-2.4492935982947064e-16,1.0,-5221.91,174.0,-373.84,-5022.07,100.0,-102.0,-5020.07,337.0,-195.44,-5161.63,327.0,-122.79,-5365.84,66.0,-226.05,-5205.79,2.0,-1.99
2020-01-31,1027.0,-1707.16,-6214.28,188,4799A,105,0.49999999999999994,0.8660254037844387,-5534.12,1062.2,-1374.41,-5221.91,174.0,-373.84,-5022.07,100.0,-102.0,-5020.07,337.0,-195.44,-5161.63,327.0,-122.79,-5365.84,66.0,-226.05
2020-02-29,1872.51,-1834.2,-6175.97,188,4799A,105,0.8660254037844386,0.5000000000000001,-6214.28,1027.0,-1707.16,-5534.12,1062.2,-1374.41,-5221.91,174.0,-373.84,-5022.07,100.0,-102.0,-5020.07,337.0,-195.44,-5161.63,327.0,-122.79
2020-03-31,726.76,-485.06,-5934.27,188,4799A,105,1.0,6.123233995736766e-17,-6175.97,1872.51,-1834.2,-6214.28,1027.0,-1707.16,-5534.12,1062.2,-1374.41,-5221.91,174.0,-373.84,-5022.07,100.0,-102.0,-5020.07,337.0,-195.44
2020-04-30,1671.79,-1774.12,-6036.6,188,4799A,105,0.8660254037844387,-0.4999999999999998,-5934.27,726.76,-485.06,-6175.97,1872.51,-1834.2,-6214.28,1027.0,-1707.16,-5534.12,1062.2,-1374.41,-5221.91,174.0,-373.84,-5022.07,100.0,-102.0
2020-05-31,3981.49,-2704.49,-4759.6,188,4799A,105,0.49999999999999994,-0.8660254037844387,-6036.6,1671.79,-1774.12,-5934.27,726.76,-485.06,-6175.97,1872.51,-1834.2,-6214.28,1027.0,-1707.16,-5534.12,1062.2,-1374.41,-5221.91,174.0,-373.84
2020-06-30,2423.19,-1348.6,-3685.01,188,4799A,105,1.2246467991473532e-16,-1.0,-4759.6,3981.49,-2704.49,-6036.6,1671.79,-1774.12,-5934.27,726.76,-485.06,-6175.97,1872.51,-1834.2,-6214.28,1027.0,-1707.16,-5534.12,1062.2,-1374.41
2020-07-31,4699.98,-2880.1,-1865.13,188,4799A,105,-0.4999999999999997,-0.8660254037844388,-3685.01,2423.19,-1348.6,-4759.6,3981.49,-2704.49,-6036.6,1671.79,-1774.12,-5934.27,726.76,-485.06,-6175.97,1872.51,-1834.2,-6214.28,1027.0,-1707.16
2020-08-31,4712.86,-1677.71,1170.02,188,4799A,105,-0.8660254037844385,-0.5000000000000004,-1865.13,4699.98,-2880.1,-3685.01,2423.19,-1348.6,-4759.6,3981.49,-2704.49,-6036.6,1671.79,-1774.12,-5934.27,726.76,-485.06,-6175.97,1872.51,-1834.2
2020-09-30,1069.48,-2239.41,0.09,188,4799A,105,-1.0,-1.8369701987210297e-16,1170.02,4712.86,-1677.71,-1865.13,4699.98,-2880.1,-3685.01,2423.19,-1348.6,-4759.6,3981.49,-2704.49,-6036.6,1671.79,-1774.12,-5934.27,726.76,-485.06
2018-06-30,1047.0,-1267.6,175.99,190,7410Z,27,1.2246467991473532e-16,-1.0,396.59,1084.45,-1459.26,771.4,1536.62,-887.36,122.14,1313.48,-2861.1,1669.76,900.0,-738.36,1508.12,600.0,-2032.88,0.1,0.0,0.0
2018-07-31,1154.5,-1305.88,24.61,190,7410Z,27,-0.4999999999999997,-0.8660254037844388,175.99,1047.0,-1267.6,396.59,1084.45,-1459.26,771.4,1536.62,-887.36,122.14,1313.48,-2861.1,1669.76,900.0,-738.36,1508.12,600.0,-2032.88
2018-08-31,411.98,-425.36,11.23,190,7410Z,27,-0.8660254037844385,-0.5000000000000004,24.61,1154.5,-1305.88,175.99,1047.0,-1267.6,396.59,1084.45,-1459.26,771.4,1536.62,-887.36,122.14,1313.48,-2861.1,1669.76,900.0,-738.36
2018-09-30,1200.0,-1038.36,172.87,190,7410Z,27,-1.0,-1.8369701987210297e-16,11.23,411.98,-425.36,24.61,1154.5,-1305.88,175.99,1047.0,-1267.6,396.59,1084.45,-1459.26,771.4,1536.62,-887.36,122.14,1313.48,-2861.1
2018-10-31,719.5,-808.36,84.01,190,7410Z,27,-0.8660254037844386,0.5000000000000001,172.87,1200.0,-1038.36,11.23,411.98,-425.36,24.61,1154.5,-1305.88,175.99,1047.0,-1267.6,396.59,1084.45,-1459.26,771.4,1536.62,-887.36
2018-11-30,1100.0,-521.16,662.85,190,7410Z,27,-0.5000000000000004,0.8660254037844384,84.01,719.5,-808.36,172.87,1200.0,-1038.36,11.23,411.98,-425.36,24.61,1154.5,-1305.88,175.99,1047.0,-1267.6,396.59,1084.45,-1459.26
2018-12-31,600.0,-845.16,417.69,190,7410Z,27,-2.4492935982947064e-16,1.0,662.85,1100.0,-521.16,84.01,719.5,-808.36,172.87,1200.0,-1038.36,11.23,411.98,-425.36,24.61,1154.5,-1305.88,175.99,1047.0,-1267.6
2019-01-31,852.0,-761.45,508.24,190,7410Z,27,0.49999999999999994,0.8660254037844387,417.69,600.0,-845.16,662.85,1100.0,-521.16,84.01,719.5,-808.36,172.87,1200.0,-1038.36,11.23,411.98,-425.36,24.61,1154.5,-1305.88
2019-02-28,1977.0,-2085.02,400.22,190,7410Z,27,0.8660254037844386,0.5000000000000001,508.24,852.0,-761.45,417.69,600.0,-845.16,662.85,1100.0,-521.16,84.01,719.5,-808.36,172.87,1200.0,-1038.36,11.23,411.98,-425.36
2019-03-31,982.75,-1362.35,20.62,190,7410Z,27,1.0,6.123233995736766e-17,400.22,1977.0,-2085.02,508.24,852.0,-761.45,417.69,600.0,-845.16,662.85,1100.0,-521.16,84.01,719.5,-808.36,172.87,1200.0,-1038.36
2019-04-30,991.0,-698.5,313.12,190,7410Z,27,0.8660254037844387,-0.4999999999999998,20.62,982.75,-1362.35,400.22,1977.0,-2085.02,508.24,852.0,-761.45,417.69,600.0,-845.16,662.85,1100.0,-521.16,84.01,719.5,-808.36
2019-05-31,950.0,-1548.35,-285.23,190,7410Z,27,0.49999999999999994,-0.8660254037844387,313.12,991.0,-698.5,20.62,982.75,-1362.35,400.22,1977.0,-2085.02,508.24,852.0,-761.45,417.69,600.0,-845.16,662.85,1100.0,-521.16
2019-06-30,930.0,-653.79,-9.02,190,7410Z,27,1.2246467991473532e-16,-1.0,-285.23,950.0,-1548.35,313.12,991.0,-698.5,20.62,982.75,-1362.35,400.22,1977.0,-2085.02,508.24,852.0,-761.45,417.69,600.0,-845.16
2019-07-31,1450.0,-1051.1,389.88,190,7410Z,27,-0.4999999999999997,-0.8660254037844388,-9.02,930.0,-653.79,-285.23,950.0,-1548.35,313.12,991.0,-698.5,20.62,982.75,-1362.35,400.22,1977.0,-2085.02,508.24,852.0,-761.45
2019-08-31,0.0,-338.35,51.53,190,7410Z,27,-0.8660254037844385,-0.5000000000000004,389.88,1450.0,-1051.1,-9.02,930.0,-653.79,-285.23,950.0,-1548.35,313.12,991.0,-698.5,20.62,982.75,-1362.35,400.22,1977.0,-2085.02
2019-09-30,950.0,-264.35,737.18,190,7410Z,27,-1.0,-1.8369701987210297e-16,51.53,0.0,-338.35,389.88,1450.0,-1051.1,-9.02,930.0,-653.79,-285.23,950.0,-1548.35,313.12,991.0,-698.5,20.62,982.75,-1362.35
2019-10-31,0.0,-1123.27,-386.09,190,7410Z,27,-0.8660254037844386,0.5000000000000001,737.18,950.0,-264.35,51.53,0.0,-338.35,389.88,1450.0,-1051.1,-9.02,930.0,-653.79,-285.23,950.0,-1548.35,313.12,991.0,-698.5
2020-03-31,1193.0,-1256.91,363.45,190,7410Z,27,1.0,6.123233995736766e-17,427.36,2204.97,-1318.08,-459.53,127.97,-1052.08,464.58,2540.0,-1860.98,-214.44,950.0,-778.35,-386.09,0.0,-1123.27,737.18,950.0,-264.35
2020-04-30,2025.0,-1751.56,636.89,190,7410Z,27,0.8660254037844387,-0.4999999999999998,363.45,1193.0,-1256.91,427.36,2204.97,-1318.08,-459.53,127.97,-1052.08,464.58,2540.0,-1860.98,-214.44,950.0,-778.35,-386.09,0.0,-1123.27
2020-05-31,1300.0,-1634.45,302.44,190,7410Z,27,0.49999999999999994,-0.8660254037844387,636.89,2025.0,-1751.56,363.45,1193.0,-1256.91,427.36,2204.97,-1318.08,-459.53,127.97,-1052.08,464.58,2540.0,-1860.98,-214.44,950.0,-778.35
2020-06-30,2088.93,-1506.44,884.93,190,7410Z,27,1.2246467991473532e-16,-1.0,302.44,1300.0,-1634.45,636.89,2025.0,-1751.56,363.45,1193.0,-1256.91,427.36,2204.97,-1318.08,-459.53,127.97,-1052.08,464.58,2540.0,-1860.98
2020-07-31,1273.2,-1956.87,201.26,190,7410Z,27,-0.4999999999999997,-0.8660254037844388,884.93,2088.93,-1506.44,302.44,1300.0,-1634.45,636.89,2025.0,-1751.56,363.45,1193.0,-1256.91,427.36,2204.97,-1318.08,-459.53,127.97,-1052.08
2020-08-31,1635.98,-1185.2,652.04,190,7410Z,27,-0.8660254037844385,-0.5000000000000004,201.26,1273.2,-1956.87,884.93,2088.93,-1506.44,302.44,1300.0,-1634.45,636.89,2025.0,-1751.56,363.45,1193.0,-1256.91,427.36,2204.97,-1318.08
2020-09-30,468.64,-1041.52,79.16,190,7410Z,27,-1.0,-1.8369701987210297e-16,652.04,1635.98,-1185.2,201.26,1273.2,-1956.87,884.93,2088.93,-1506.44,302.44,1300.0,-1634.45,636.89,2025.0,-1751.56,363.45,1193.0,-1256.91
2020-04-30,1900.0,-793.42,-301.68,191,5829C,195,0.8660254037844387,-0.4999999999999998,-1408.26,1478.0,-1058.47,-1827.79,1.0,0.0,-1828.79,137.0,-136.62,-1829.17,8.1,-10.8,-1826.47,100.0,-97.3,0.1,0.0,0.0
2020-05-31,1500.0,-1374.15,-175.83,191,5829C,195,0.49999999999999994,-0.8660254037844387,-301.68,1900.0,-793.42,-1408.26,1478.0,-1058.47,-1827.79,1.0,0.0,-1828.79,137.0,-136.62,-1829.17,8.1,-10.8,-1826.47,100.0,-97.3
