date,amount,amount_other,balance,account_id,business_NAF_code,user_id,month_sin,month_cos,month_week_sin,month_week_cos,previous_balance_1,previous_amount_1,previous_other_1,previous_balance_2,previous_amount_2,previous_other_2,previous_balance_3,previous_amount_3,previous_other_3,previous_balance_4,previous_amount_4,previous_other_4,previous_balance_5,previous_amount_5,previous_other_5,previous_balance_6,previous_amount_6,previous_other_6,previous_balance_7,previous_amount_7,previous_other_7,previous_balance_8,previous_amount_8,previous_other_8,previous_balance_9,previous_amount_9,previous_other_9,previous_balance_10,previous_amount_10,previous_other_10,previous_balance_11,previous_amount_11,previous_other_11,previous_balance_12,previous_amount_12,previous_other_12
2020-09-14,-699.0,0.0,6803.85,152,7022Z,55,-1.0,-1.8369701987210297e-16,-0.587785252292473,-0.8090169943749475,7502.85,-266.22,0.0,7769.07,-284.4,0.0,8053.47,-869.9,0.0,8923.37,-164.83,0.0,9088.2,-124.38,0.0,9212.58,-295.7,3264.0,6244.28,-820.1,0.0,7064.38,-7697.23,0.0,14761.61,-27.94,8568.0,6221.55,-9729.37,0.0,15950.92,-38.94,0.0,15989.86,-1999.53,4.44
2020-09-21,-84.85,0.0,6719.0,152,7022Z,55,-1.0,-1.8369701987210297e-16,-0.9510565162951536,0.30901699437494723,6803.85,-699.0,0.0,7502.85,-266.22,0.0,7769.07,-284.4,0.0,8053.47,-869.9,0.0,8923.37,-164.83,0.0,9088.2,-124.38,0.0,9212.58,-295.7,3264.0,6244.28,-820.1,0.0,7064.38,-7697.23,0.0,14761.61,-27.94,8568.0,6221.55,-9729.37,0.0,15950.92,-38.94,0.0
2020-09-28,-255.27,0.0,6463.73,152,7022Z,55,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,6719.0,-84.85,0.0,6803.85,-699.0,0.0,7502.85,-266.22,0.0,7769.07,-284.4,0.0,8053.47,-869.9,0.0,8923.37,-164.83,0.0,9088.2,-124.38,0.0,9212.58,-295.7,3264.0,6244.28,-820.1,0.0,7064.38,-7697.23,0.0,14761.61,-27.94,8568.0,6221.55,-9729.37,0.0
2020-03-02,-601.2,0.0,1082.47,154,4511Z,225,1.0,6.123233995736766e-17,0.5877852522924732,-0.8090169943749473,1683.67,-23.7,1678.76,28.61,-447.58,0.0,476.19,-700.26,0.0,1176.45,-1337.62,13500.0,-10985.93,-528.56,27147.0,-37604.37,-4692.43,380.76,-33292.7,-294.13,5000.0,-37998.57,-75.96,0.0,-37922.61,-17.28,0.0,-37905.33,-70.0,90.0,-37925.33,-4925.33,5000.0,0.1,0.0,0.0
2020-03-09,-21.36,0.0,1061.11,154,4511Z,225,1.0,6.123233995736766e-17,-0.587785252292473,-0.8090169943749475,1082.47,-601.2,0.0,1683.67,-23.7,1678.76,28.61,-447.58,0.0,476.19,-700.26,0.0,1176.45,-1337.62,13500.0,-10985.93,-528.56,27147.0,-37604.37,-4692.43,380.76,-33292.7,-294.13,5000.0,-37998.57,-75.96,0.0,-37922.61,-17.28,0.0,-37905.33,-70.0,90.0,-37925.33,-4925.33,5000.0
2020-03-16,0.0,0.0,1061.11,154,4511Z,225,1.0,6.123233995736766e-17,-0.9510565162951536,0.30901699437494723,1061.11,-21.36,0.0,1082.47,-601.2,0.0,1683.67,-23.7,1678.76,28.61,-447.58,0.0,476.19,-700.26,0.0,1176.45,-1337.62,13500.0,-10985.93,-528.56,27147.0,-37604.37,-4692.43,380.76,-33292.7,-294.13,5000.0,-37998.57,-75.96,0.0,-37922.61,-17.28,0.0,-37905.33,-70.0,90.0
2020-03-23,-10.8,0.0,1050.31,154,4511Z,225,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1061.11,0.0,0.0,1061.11,-21.36,0.0,1082.47,-601.2,0.0,1683.67,-23.7,1678.76,28.61,-447.58,0.0,476.19,-700.26,0.0,1176.45,-1337.62,13500.0,-10985.93,-528.56,27147.0,-37604.37,-4692.43,380.76,-33292.7,-294.13,5000.0,-37998.57,-75.96,0.0,-37922.61,-17.28,0.0
2020-03-30,-1033.5,0.0,16.81,154,4511Z,225,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494773,1050.31,-10.8,0.0,1061.11,0.0,0.0,1061.11,-21.36,0.0,1082.47,-601.2,0.0,1683.67,-23.7,1678.76,28.61,-447.58,0.0,476.19,-700.26,0.0,1176.45,-1337.62,13500.0,-10985.93,-528.56,27147.0,-37604.37,-4692.43,380.76,-33292.7,-294.13,5000.0,-37998.57,-75.96,0.0
2020-04-06,0.0,0.0,16.81,154,4511Z,225,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473,16.81,-1033.5,0.0,1050.31,-10.8,0.0,1061.11,0.0,0.0,1061.11,-21.36,0.0,1082.47,-601.2,0.0,1683.67,-23.7,1678.76,28.61,-447.58,0.0,476.19,-700.26,0.0,1176.45,-1337.62,13500.0,-10985.93,-528.56,27147.0,-37604.37,-4692.43,380.76,-33292.7,-294.13,5000.0
2019-09-16,-273.78,0.0,-14694.39,161,6201Z,2,-1.0,-1.8369701987210297e-16,-0.9510565162951536,0.30901699437494723,-14420.61,-274.87,0.0,-14145.74,-1001.34,7200.0,-20344.4,-216.97,23.18,-20150.61,-101.67,0.0,-20048.94,-142.34,81.92,-19988.52,-1446.85,8482.5,-27024.17,-697.4,0.0,-26326.77,0.0,0.0,-26326.77,-305.01,7005.0,-33026.76,-268.08,29.8,-32788.48,-643.7,0.0,-32144.78,-254.17,0.0
2019-09-23,-381.33,0.0,-15075.72,161,6201Z,2,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,-14694.39,-273.78,0.0,-14420.61,-274.87,0.0,-14145.74,-1001.34,7200.0,-20344.4,-216.97,23.18,-20150.61,-101.67,0.0,-20048.94,-142.34,81.92,-19988.52,-1446.85,8482.5,-27024.17,-697.4,0.0,-26326.77,0.0,0.0,-26326.77,-305.01,7005.0,-33026.76,-268.08,29.8,-32788.48,-643.7,0.0
2019-09-30,-2217.46,12000.0,-5293.18,161,6201Z,2,-1.0,-1.8369701987210297e-16,0.9510565162951535,0.30901699437494773,-15075.72,-381.33,0.0,-14694.39,-273.78,0.0,-14420.61,-274.87,0.0,-14145.74,-1001.34,7200.0,-20344.4,-216.97,23.18,-20150.61,-101.67,0.0,-20048.94,-142.34,81.92,-19988.52,-1446.85,8482.5,-27024.17,-697.4,0.0,-26326.77,0.0,0.0,-26326.77,-305.01,7005.0,-33026.76,-268.08,29.8
2019-10-07,-514.0,0.0,-5807.18,161,6201Z,2,-0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473,-5293.18,-2217.46,12000.0,-15075.72,-381.33,0.0,-14694.39,-273.78,0.0,-14420.61,-274.87,0.0,-14145.74,-1001.34,7200.0,-20344.4,-216.97,23.18,-20150.61,-101.67,0.0,-20048.94,-142.34,81.92,-19988.52,-1446.85,8482.5,-27024.17,-697.4,0.0,-26326.77,0.0,0.0,-26326.77,-305.01,7005.0
2019-10-14,0.0,0.0,-5807.18,161,6201Z,2,-0.8660254037844386,0.5000000000000001,-0.587785252292473,-0.8090169943749475,-5807.18,-514.0,0.0,-5293.18,-2217.46,12000.0,-15075.72,-381.33,0.0,-14694.39,-273.78,0.0,-14420.61,-274.87,0.0,-14145.74,-1001.34,7200.0,-20344.4,-216.97,23.18,-20150.61,-101.67,0.0,-20048.94,-142.34,81.92,-19988.52,-1446.85,8482.5,-27024.17,-697.4,0.0,-26326.77,0.0,0.0
2019-10-21,-500.0,0.0,-6307.18,161,6201Z,2,-0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723,-5807.18,0.0,0.0,-5807.18,-514.0,0.0,-5293.18,-2217.46,12000.0,-15075.72,-381.33,0.0,-14694.39,-273.78,0.0,-14420.61,-274.87,0.0,-14145.74,-1001.34,7200.0,-20344.4,-216.97,23.18,-20150.61,-101.67,0.0,-20048.94,-142.34,81.92,-19988.52,-1446.85,8482.5,-27024.17,-697.4,0.0
2019-10-28,-2035.8,0.0,-8342.98,161,6201Z,2,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-6307.18,-500.0,0.0,-5807.18,0.0,0.0,-5807.18,-514.0,0.0,-5293.18,-2217.46,12000.0,-15075.72,-381.33,0.0,-14694.39,-273.78,0.0,-14420.61,-274.87,0.0,-14145.74,-1001.34,7200.0,-20344.4,-216.97,23.18,-20150.61,-101.67,0.0,-20048.94,-142.34,81.92,-19988.52,-1446.85,8482.5
2019-11-04,-3817.85,11970.0,-190.83,161,6201Z,2,-0.5000000000000004,0.8660254037844384,0.5877852522924732,-0.8090169943749473,-8342.98,-2035.8,0.0,-6307.18,-500.0,0.0,-5807.18,0.0,0.0,-5807.18,-514.0,0.0,-5293.18,-2217.46,12000.0,-15075.72,-381.33,0.0,-14694.39,-273.78,0.0,-14420.61,-274.87,0.0,-14145.74,-1001.34,7200.0,-20344.4,-216.97,23.18,-20150.61,-101.67,0.0,-20048.94,-142.34,81.92
2019-11-11,-141.0,0.0,-331.83,161,6201Z,2,-0.5000000000000004,0.8660254037844384,-0.587785252292473,-0.8090169943749475,-190.83,-3817.85,11970.0,-8342.98,-2035.8,0.0,-6307.18,-500.0,0.0,-5807.18,0.0,0.0,-5807.18,-514.0,0.0,-5293.18,-2217.46,12000.0,-15075.72,-381.33,0.0,-14694.39,-273.78,0.0,-14420.61,-274.87,0.0,-14145.74,-1001.34,7200.0,-20344.4,-216.97,23.18,-20150.61,-101.67,0.0
2019-11-18,0.0,0.0,-331.83,161,6201Z,2,-0.5000000000000004,0.8660254037844384,-0.9510565162951536,0.30901699437494723,-331.83,-141.0,0.0,-190.83,-3817.85,11970.0,-8342.98,-2035.8,0.0,-6307.18,-500.0,0.0,-5807.18,0.0,0.0,-5807.18,-514.0,0.0,-5293.18,-2217.46,12000.0,-15075.72,-381.33,0.0,-14694.39,-273.78,0.0,-14420.61,-274.87,0.0,-14145.74,-1001.34,7200.0,-20344.4,-216.97,23.18
2020-01-13,-1326.35,1325.0,1.26,161,6201Z,2,0.49999999999999994,0.8660254037844387,-0.587785252292473,-0.8090169943749475,2.61,-1154.17,0.0,1156.78,-4.9,0.0,1161.68,-81.2,0.0,1242.88,-25.4,0.0,1268.28,-5542.89,8430.0,-1618.83,-185.8,0.0,-1433.03,-1101.2,0.0,-331.83,0.0,0.0,-331.83,-141.0,0.0,-190.83,-3817.85,11970.0,-8342.98,-2035.8,0.0,-6307.18,-500.0,0.0
2020-01-20,-1886.74,1900.0,14.52,161,6201Z,2,0.49999999999999994,0.8660254037844387,-0.9510565162951536,0.30901699437494723,1.26,-1326.35,1325.0,2.61,-1154.17,0.0,1156.78,-4.9,0.0,1161.68,-81.2,0.0,1242.88,-25.4,0.0,1268.28,-5542.89,8430.0,-1618.83,-185.8,0.0,-1433.03,-1101.2,0.0,-331.83,0.0,0.0,-331.83,-141.0,0.0,-190.83,-3817.85,11970.0,-8342.98,-2035.8,0.0
2020-01-27,-581.84,1547.75,980.43,161,6201Z,2,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,14.52,-1886.74,1900.0,1.26,-1326.35,1325.0,2.61,-1154.17,0.0,1156.78,-4.9,0.0,1161.68,-81.2,0.0,1242.88,-25.4,0.0,1268.28,-5542.89,8430.0,-1618.83,-185.8,0.0,-1433.03,-1101.2,0.0,-331.83,0.0,0.0,-331.83,-141.0,0.0,-190.83,-3817.85,11970.0
2020-02-03,-6154.72,10415.0,5240.71,161,6201Z,2,0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473,980.43,-581.84,1547.75,14.52,-1886.74,1900.0,1.26,-1326.35,1325.0,2.61,-1154.17,0.0,1156.78,-4.9,0.0,1161.68,-81.2,0.0,1242.88,-25.4,0.0,1268.28,-5542.89,8430.0,-1618.83,-185.8,0.0,-1433.03,-1101.2,0.0,-331.83,0.0,0.0,-331.83,-141.0,0.0
2020-02-10,-659.58,0.0,4581.13,161,6201Z,2,0.8660254037844386,0.5000000000000001,-0.587785252292473,-0.8090169943749475,5240.71,-6154.72,10415.0,980.43,-581.84,1547.75,14.52,-1886.74,1900.0,1.26,-1326.35,1325.0,2.61,-1154.17,0.0,1156.78,-4.9,0.0,1161.68,-81.2,0.0,1242.88,-25.4,0.0,1268.28,-5542.89,8430.0,-1618.83,-185.8,0.0,-1433.03,-1101.2,0.0,-331.83,0.0,0.0
2020-02-17,-304.76,729.9,5006.27,161,6201Z,2,0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723,4581.13,-659.58,0.0,5240.71,-6154.72,10415.0,980.43,-581.84,1547.75,14.52,-1886.74,1900.0,1.26,-1326.35,1325.0,2.61,-1154.17,0.0,1156.78,-4.9,0.0,1161.68,-81.2,0.0,1242.88,-25.4,0.0,1268.28,-5542.89,8430.0,-1618.83,-185.8,0.0,-1433.03,-1101.2,0.0
2020-02-24,-2100.91,0.0,2905.36,161,6201Z,2,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,5006.27,-304.76,729.9,4581.13,-659.58,0.0,5240.71,-6154.72,10415.0,980.43,-581.84,1547.75,14.52,-1886.74,1900.0,1.26,-1326.35,1325.0,2.61,-1154.17,0.0,1156.78,-4.9,0.0,1161.68,-81.2,0.0,1242.88,-25.4,0.0,1268.28,-5542.89,8430.0,-1618.83,-185.8,0.0
2020-03-02,-3703.67,800.0,1.69,161,6201Z,2,1.0,6.123233995736766e-17,0.5877852522924732,-0.8090169943749473,2905.36,-2100.91,0.0,5006.27,-304.76,729.9,4581.13,-659.58,0.0,5240.71,-6154.72,10415.0,980.43,-581.84,1547.75,14.52,-1886.74,1900.0,1.26,-1326.35,1325.0,2.61,-1154.17,0.0,1156.78,-4.9,0.0,1161.68,-81.2,0.0,1242.88,-25.4,0.0,1268.28,-5542.89,8430.0
2020-03-09,-1651.26,1684.22,34.65,161,6201Z,2,1.0,6.123233995736766e-17,-0.587785252292473,-0.8090169943749475,1.69,-3703.67,800.0,2905.36,-2100.91,0.0,5006.27,-304.76,729.9,4581.13,-659.58,0.0,5240.71,-6154.72,10415.0,980.43,-581.84,1547.75,14.52,-1886.74,1900.0,1.26,-1326.35,1325.0,2.61,-1154.17,0.0,1156.78,-4.9,0.0,1161.68,-81.2,0.0,1242.88,-25.4,0.0
2020-03-16,-30.5,0.0,4.15,161,6201Z,2,1.0,6.123233995736766e-17,-0.9510565162951536,0.30901699437494723,34.65,-1651.26,1684.22,1.69,-3703.67,800.0,2905.36,-2100.91,0.0,5006.27,-304.76,729.9,4581.13,-659.58,0.0,5240.71,-6154.72,10415.0,980.43,-581.84,1547.75,14.52,-1886.74,1900.0,1.26,-1326.35,1325.0,2.61,-1154.17,0.0,1156.78,-4.9,0.0,1161.68,-81.2,0.0
2020-03-23,0.0,0.0,4.15,161,6201Z,2,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,4.15,-30.5,0.0,34.65,-1651.26,1684.22,1.69,-3703.67,800.0,2905.36,-2100.91,0.0,5006.27,-304.76,729.9,4581.13,-659.58,0.0,5240.71,-6154.72,10415.0,980.43,-581.84,1547.75,14.52,-1886.74,1900.0,1.26,-1326.35,1325.0,2.61,-1154.17,0.0,1156.78,-4.9,0.0
2020-03-30,-10.17,7.5,1.48,161,6201Z,2,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494773,4.15,0.0,0.0,4.15,-30.5,0.0,34.65,-1651.26,1684.22,1.69,-3703.67,800.0,2905.36,-2100.91,0.0,5006.27,-304.76,729.9,4581.13,-659.58,0.0,5240.71,-6154.72,10415.0,980.43,-581.84,1547.75,14.52,-1886.74,1900.0,1.26,-1326.35,1325.0,2.61,-1154.17,0.0
2020-04-06,-2920.03,4084.8,1166.25,161,6201Z,2,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473,1.48,-10.17,7.5,4.15,0.0,0.0,4.15,-30.5,0.0,34.65,-1651.26,1684.22,1.69,-3703.67,800.0,2905.36,-2100.91,0.0,5006.27,-304.76,729.9,4581.13,-659.58,0.0,5240.71,-6154.72,10415.0,980.43,-581.84,1547.75,14.52,-1886.74,1900.0,1.26,-1326.35,1325.0
2020-04-13,-1195.18,33.84,4.91,161,6201Z,2,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475,1166.25,-2920.03,4084.8,1.48,-10.17,7.5,4.15,0.0,0.0,4.15,-30.5,0.0,34.65,-1651.26,1684.22,1.69,-3703.67,800.0,2905.36,-2100.91,0.0,5006.27,-304.76,729.9,4581.13,-659.58,0.0,5240.71,-6154.72,10415.0,980.43,-581.84,1547.75,14.52,-1886.74,1900.0
2020-04-20,-2430.87,2500.0,74.04,161,6201Z,2,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.30901699437494723,4.91,-1195.18,33.84,1166.25,-2920.03,4084.8,1.48,-10.17,7.5,4.15,0.0,0.0,4.15,-30.5,0.0,34.65,-1651.26,1684.22,1.69,-3703.67,800.0,2905.36,-2100.91,0.0,5006.27,-304.76,729.9,4581.13,-659.58,0.0,5240.71,-6154.72,10415.0,980.43,-581.84,1547.75
2020-04-27,-4.9,0.0,69.14,161,6201Z,2,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,74.04,-2430.87,2500.0,4.91,-1195.18,33.84,1166.25,-2920.03,4084.8,1.48,-10.17,7.5,4.15,0.0,0.0,4.15,-30.5,0.0,34.65,-1651.26,1684.22,1.69,-3703.67,800.0,2905.36,-2100.91,0.0,5006.27,-304.76,729.9,4581.13,-659.58,0.0,5240.71,-6154.72,10415.0
2020-05-04,-24.77,0.0,44.37,161,6201Z,2,0.49999999999999994,-0.8660254037844387,0.5877852522924732,-0.8090169943749473,69.14,-4.9,0.0,74.04,-2430.87,2500.0,4.91,-1195.18,33.84,1166.25,-2920.03,4084.8,1.48,-10.17,7.5,4.15,0.0,0.0,4.15,-30.5,0.0,34.65,-1651.26,1684.22,1.69,-3703.67,800.0,2905.36,-2100.91,0.0,5006.27,-304.76,729.9,4581.13,-659.58,0.0
2020-05-11,0.0,0.0,44.37,161,6201Z,2,0.49999999999999994,-0.8660254037844387,-0.587785252292473,-0.8090169943749475,44.37,-24.77,0.0,69.14,-4.9,0.0,74.04,-2430.87,2500.0,4.91,-1195.18,33.84,1166.25,-2920.03,4084.8,1.48,-10.17,7.5,4.15,0.0,0.0,4.15,-30.5,0.0,34.65,-1651.26,1684.22,1.69,-3703.67,800.0,2905.36,-2100.91,0.0,5006.27,-304.76,729.9
2020-05-11,-1.99,176.0,5350.64,162,7022Z,111,0.49999999999999994,-0.8660254037844387,-0.587785252292473,-0.8090169943749475,5176.63,-3457.0,4183.2,4450.43,-825.86,0.0,5276.29,-44.0,0.0,5320.29,-2500.0,1999.85,5820.44,-7901.99,2460.0,11262.43,-2011.99,0.0,13274.42,-13.94,5976.0,7312.36,-44.0,5976.0,1380.36,-1.99,0.0,1382.35,0.0,0.0,1382.35,-7.95,0.0,1390.3,-2044.0,0.0
2020-05-18,-350.0,0.0,5000.64,162,7022Z,111,0.49999999999999994,-0.8660254037844387,-0.9510565162951536,0.30901699437494723,5350.64,-1.99,176.0,5176.63,-3457.0,4183.2,4450.43,-825.86,0.0,5276.29,-44.0,0.0,5320.29,-2500.0,1999.85,5820.44,-7901.99,2460.0,11262.43,-2011.99,0.0,13274.42,-13.94,5976.0,7312.36,-44.0,5976.0,1380.36,-1.99,0.0,1382.35,0.0,0.0,1382.35,-7.95,0.0
2020-05-25,-1513.81,0.0,3486.83,162,7022Z,111,0.49999999999999994,-0.8660254037844387,-2.4492935982947064e-16,1.0,5000.64,-350.0,0.0,5350.64,-1.99,176.0,5176.63,-3457.0,4183.2,4450.43,-825.86,0.0,5276.29,-44.0,0.0,5320.29,-2500.0,1999.85,5820.44,-7901.99,2460.0,11262.43,-2011.99,0.0,13274.42,-13.94,5976.0,7312.36,-44.0,5976.0,1380.36,-1.99,0.0,1382.35,0.0,0.0
2020-06-01,-11.99,0.0,3474.84,162,7022Z,111,1.2246467991473532e-16,-1.0,0.9510565162951535,0.30901699437494745,3486.83,-1513.81,0.0,5000.64,-350.0,0.0,5350.64,-1.99,176.0,5176.63,-3457.0,4183.2,4450.43,-825.86,0.0,5276.29,-44.0,0.0,5320.29,-2500.0,1999.85,5820.44,-7901.99,2460.0,11262.43,-2011.99,0.0,13274.42,-13.94,5976.0,7312.36,-44.0,5976.0,1380.36,-1.99,0.0
2020-06-08,-3351.99,5982.0,6104.85,162,7022Z,111,1.2246467991473532e-16,-1.0,0.5877852522924732,-0.8090169943749473,3474.84,-11.99,0.0,3486.83,-1513.81,0.0,5000.64,-350.0,0.0,5350.64,-1.99,176.0,5176.63,-3457.0,4183.2,4450.43,-825.86,0.0,5276.29,-44.0,0.0,5320.29,-2500.0,1999.85,5820.44,-7901.99,2460.0,11262.43,-2011.99,0.0,13274.42,-13.94,5976.0,7312.36,-44.0,5976.0
2020-06-15,-67.31,919.85,6957.39,162,7022Z,111,1.2246467991473532e-16,-1.0,-0.587785252292473,-0.8090169943749475,6104.85,-3351.99,5982.0,3474.84,-11.99,0.0,3486.83,-1513.81,0.0,5000.64,-350.0,0.0,5350.64,-1.99,176.0,5176.63,-3457.0,4183.2,4450.43,-825.86,0.0,5276.29,-44.0,0.0,5320.29,-2500.0,1999.85,5820.44,-7901.99,2460.0,11262.43,-2011.99,0.0,13274.42,-13.94,5976.0
2020-06-22,-2205.77,5478.0,10229.62,162,7022Z,111,1.2246467991473532e-16,-1.0,-0.9510565162951536,0.30901699437494723,6957.39,-67.31,919.85,6104.85,-3351.99,5982.0,3474.84,-11.99,0.0,3486.83,-1513.81,0.0,5000.64,-350.0,0.0,5350.64,-1.99,176.0,5176.63,-3457.0,4183.2,4450.43,-825.86,0.0,5276.29,-44.0,0.0,5320.29,-2500.0,1999.85,5820.44,-7901.99,2460.0,11262.43,-2011.99,0.0
2020-06-29,-178.94,0.0,10050.68,162,7022Z,111,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,10229.62,-2205.77,5478.0,6957.39,-67.31,919.85,6104.85,-3351.99,5982.0,3474.84,-11.99,0.0,3486.83,-1513.81,0.0,5000.64,-350.0,0.0,5350.64,-1.99,176.0,5176.63,-3457.0,4183.2,4450.43,-825.86,0.0,5276.29,-44.0,0.0,5320.29,-2500.0,1999.85,5820.44,-7901.99,2460.0
2020-07-06,-1.99,0.0,10048.69,162,7022Z,111,-0.4999999999999997,-0.8660254037844388,0.5877852522924732,-0.8090169943749473,10050.68,-178.94,0.0,10229.62,-2205.77,5478.0,6957.39,-67.31,919.85,6104.85,-3351.99,5982.0,3474.84,-11.99,0.0,3486.83,-1513.81,0.0,5000.64,-350.0,0.0,5350.64,-1.99,176.0,5176.63,-3457.0,4183.2,4450.43,-825.86,0.0,5276.29,-44.0,0.0,5320.29,-2500.0,1999.85
2020-07-13,-3367.0,2000.0,8681.69,162,7022Z,111,-0.4999999999999997,-0.8660254037844388,-0.587785252292473,-0.8090169943749475,10048.69,-1.99,0.0,10050.68,-178.94,0.0,10229.62,-2205.77,5478.0,6957.39,-67.31,919.85,6104.85,-3351.99,5982.0,3474.84,-11.99,0.0,3486.83,-1513.81,0.0,5000.64,-350.0,0.0,5350.64,-1.99,176.0,5176.63,-3457.0,4183.2,4450.43,-825.86,0.0,5276.29,-44.0,0.0
2020-07-20,-8017.0,5976.0,6640.69,162,7022Z,111,-0.4999999999999997,-0.8660254037844388,-0.9510565162951536,0.30901699437494723,8681.69,-3367.0,2000.0,10048.69,-1.99,0.0,10050.68,-178.94,0.0,10229.62,-2205.77,5478.0,6957.39,-67.31,919.85,6104.85,-3351.99,5982.0,3474.84,-11.99,0.0,3486.83,-1513.81,0.0,5000.64,-350.0,0.0,5350.64,-1.99,176.0,5176.63,-3457.0,4183.2,4450.43,-825.86,0.0
2020-07-27,-2355.61,0.0,4285.08,162,7022Z,111,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,6640.69,-8017.0,5976.0,8681.69,-3367.0,2000.0,10048.69,-1.99,0.0,10050.68,-178.94,0.0,10229.62,-2205.77,5478.0,6957.39,-67.31,919.85,6104.85,-3351.99,5982.0,3474.84,-11.99,0.0,3486.83,-1513.81,0.0,5000.64,-350.0,0.0,5350.64,-1.99,176.0,5176.63,-3457.0,4183.2
2020-08-03,-3058.0,0.0,1227.08,162,7022Z,111,-0.8660254037844385,-0.5000000000000004,0.5877852522924732,-0.8090169943749473,4285.08,-2355.61,0.0,6640.69,-8017.0,5976.0,8681.69,-3367.0,2000.0,10048.69,-1.99,0.0,10050.68,-178.94,0.0,10229.62,-2205.77,5478.0,6957.39,-67.31,919.85,6104.85,-3351.99,5982.0,3474.84,-11.99,0.0,3486.83,-1513.81,0.0,5000.64,-350.0,0.0,5350.64,-1.99,176.0
2020-08-10,-1.99,0.0,1225.09,162,7022Z,111,-0.8660254037844385,-0.5000000000000004,-0.587785252292473,-0.8090169943749475,1227.08,-3058.0,0.0,4285.08,-2355.61,0.0,6640.69,-8017.0,5976.0,8681.69,-3367.0,2000.0,10048.69,-1.99,0.0,10050.68,-178.94,0.0,10229.62,-2205.77,5478.0,6957.39,-67.31,919.85,6104.85,-3351.99,5982.0,3474.84,-11.99,0.0,3486.83,-1513.81,0.0,5000.64,-350.0,0.0
2020-08-17,0.0,0.0,1225.09,162,7022Z,111,-0.8660254037844385,-0.5000000000000004,-0.9510565162951536,0.30901699437494723,1225.09,-1.99,0.0,1227.08,-3058.0,0.0,4285.08,-2355.61,0.0,6640.69,-8017.0,5976.0,8681.69,-3367.0,2000.0,10048.69,-1.99,0.0,10050.68,-178.94,0.0,10229.62,-2205.77,5478.0,6957.39,-67.31,919.85,6104.85,-3351.99,5982.0,3474.84,-11.99,0.0,3486.83,-1513.81,0.0
2020-08-24,-13.48,0.0,1211.61,162,7022Z,111,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1225.09,0.0,0.0,1225.09,-1.99,0.0,1227.08,-3058.0,0.0,4285.08,-2355.61,0.0,6640.69,-8017.0,5976.0,8681.69,-3367.0,2000.0,10048.69,-1.99,0.0,10050.68,-178.94,0.0,10229.62,-2205.77,5478.0,6957.39,-67.31,919.85,6104.85,-3351.99,5982.0,3474.84,-11.99,0.0
2020-08-31,-61.79,5976.0,7125.82,162,7022Z,111,-0.8660254037844385,-0.5000000000000004,0.9510565162951535,0.30901699437494773,1211.61,-13.48,0.0,1225.09,0.0,0.0,1225.09,-1.99,0.0,1227.08,-3058.0,0.0,4285.08,-2355.61,0.0,6640.69,-8017.0,5976.0,8681.69,-3367.0,2000.0,10048.69,-1.99,0.0,10050.68,-178.94,0.0,10229.62,-2205.77,5478.0,6957.39,-67.31,919.85,6104.85,-3351.99,5982.0
2020-09-07,-1.99,0.0,7123.83,162,7022Z,111,-1.0,-1.8369701987210297e-16,0.5877852522924732,-0.8090169943749473,7125.82,-61.79,5976.0,1211.61,-13.48,0.0,1225.09,0.0,0.0,1225.09,-1.99,0.0,1227.08,-3058.0,0.0,4285.08,-2355.61,0.0,6640.69,-8017.0,5976.0,8681.69,-3367.0,2000.0,10048.69,-1.99,0.0,10050.68,-178.94,0.0,10229.62,-2205.77,5478.0,6957.39,-67.31,919.85
2020-09-14,-4000.0,0.0,3123.83,162,7022Z,111,-1.0,-1.8369701987210297e-16,-0.587785252292473,-0.8090169943749475,7123.83,-1.99,0.0,7125.82,-61.79,5976.0,1211.61,-13.48,0.0,1225.09,0.0,0.0,1225.09,-1.99,0.0,1227.08,-3058.0,0.0,4285.08,-2355.61,0.0,6640.69,-8017.0,5976.0,8681.69,-3367.0,2000.0,10048.69,-1.99,0.0,10050.68,-178.94,0.0,10229.62,-2205.77,5478.0
